container_number,cont_type,pickup,dropoff,vessel,source
TLLU8862461,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
BEAU5406577,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAAU6411918,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAAU6412236,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4242706,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4242985,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7629819,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4221508,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4241171,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAAU6412616,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4244503,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4160634,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU5573930,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4210519,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7628860,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4160228,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4210798,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7631842,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU5578926,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4220815,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4213061,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4213565,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU5572888,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU5583394,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAAU2137985,F20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEGU3879973,F20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAAU2137389,F20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2241172,F20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2211711,F20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
DFSU3055628,F20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2162345,F20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
DFSU1702900,F20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
BEAU5405781,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2244660,F20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2242158,F20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2215105,F20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2213479,F20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4245222,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU1463934,F20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAIU3574766,F20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCLU3470074,F20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCKU1006196,F20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
BEAU4625565,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAAU9083005,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7628432,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7629315,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7791136,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU6805074,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SELU4505692,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7629017,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7629402,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4210268,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4244817,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAAU9090745,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4242331,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7902749,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7900197,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SELU4504818,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4213020,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4241551,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAAU6411775,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU5380542,F20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2213550,F20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2252937,F20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU9437844,E20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FBIU7503520,E20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAIU5197743,E20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2162962,F20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SELU4499732,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU5572471,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU5581489,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7902420,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4221920,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7630722,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7791619,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2247519,F20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4215953,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7898762,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU1808830,F20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4245840,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2251843,F20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7628371,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
BEAU5404825,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU5573360,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU6806471,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
DRYU9909472,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4211686,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4243195,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAIU7935342,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FBLU0202637,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4241968,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7629320,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7900216,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FSCU8066240,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4241818,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7901737,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SELU4506235,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAAU6413119,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU5572907,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
BEAU5406659,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SELU4506908,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
WBPU7085982,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4242563,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAIU8587853,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7901573,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4213903,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7791558,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAAU6412827,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4217473,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4216733,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAAU6412133,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAIU8991150,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7900113,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FBLU0215790,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7900983,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU5577792,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU5572846,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FSCU8199747,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7899563,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4160779,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4217684,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7902055,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
EITU1081145,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4160505,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
BEAU5406880,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU5576203,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4243791,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAAU6410953,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4214772,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
BEAU5404260,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SELU4506699,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU5574860,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4214279,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU6806722,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4216250,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4160629,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4213539,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
BEAU4818815,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAIU4310840,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU5572450,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU5571285,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4241546,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAAU6409274,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU6800848,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4215974,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4160953,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
BEAU5406854,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
BEAU5406371,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7901510,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4243087,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
BEAU5404255,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4180688,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4180918,F40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4215594,E20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
BEAU5405098,E20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAIU5198293,E20,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HLHU8411468,E40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HLHU8494293,E40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HLHU8580452,E40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HLHU8563239,E40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SKHU9205957,E40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SKHU8129533,E40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SKHU6369047,E40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SKHU8431097,E40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HLHU8475694,E40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SKHU6430379,E40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SKHU6462186,E40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SKHU9975496,E40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SKHU6379425,E40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HLHU8574130,E40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HLHU8529321,E40,HAIPHONG,VNDAD,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
DFSU1842218,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2214156,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAIU6009769,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2241336,E20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU9911668,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU9912005,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU5626195,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU5679148,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU9921270,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU9382348,E20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU5711532,E20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU5690086,E20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU9925168,E20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU3903140,E20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU9764530,E20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU5677459,E20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU9706452,E20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU9926077,E20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU9406650,E20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU9934827,E20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU9828960,E20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU5500930,E20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HAHU8247725,E20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU9497861,E20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU5497945,E20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAAU2139843,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FBIU0259094,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCKU2388909,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAAU2033316,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4214664,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2247904,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAAU2138024,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2215722,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU5580060,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU5289176,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU5359308,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU5553329,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU5666080,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU9867816,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
DFSU1700342,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TRHU2062612,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCLU2939207,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TRHU1967268,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
BMOU1209403,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2160595,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCLU2804095,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCLU3930539,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2215954,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU5719889,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2162710,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TGCU0117070,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU1808105,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FCIU5713766,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAIU2845061,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAIU6479778,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAIU6870400,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TDRU3409680,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAIU3348389,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU5377533,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCKU3198040,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FCIU5395095,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCLU1934730,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCLU3107310,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
DFSU3055124,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2162026,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TRHU1772029,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TRHU3279330,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2161307,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TGCU0082517,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
DFSU3133696,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEGU3882961,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAIU3573672,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TGCU0177090,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2244696,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCKU1488971,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
