container_number,cont_type,pickup,dropoff,vessel,source
TRHU1872964,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
DFSU1986880,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCLU3289908,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
PASU3190589,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCLU2883807,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
TGCU2022970,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
TRHU1625239,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCKU2085918,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
TRHU1490982,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCLU3988401,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2160825,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAIU3365811,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAIU6545709,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2246019,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
GLDU9792764,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
GLDU9610197,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
GLDU5306674,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAIU3349132,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2162237,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAIU3725820,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
GLDU5283856,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
GLDU5473780,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
GLDU5349850,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
HAHU8306509,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4240880,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU6807143,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SELU4502902,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4211407,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SELU4554974,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TRHU2265292,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAIU3340480,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HLXU8028428,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCLU3005982,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAAU2137100,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4242012,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU6807950,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCLU4897230,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
GAOU7900026,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAAU6409700,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
FCIU5647448,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TDRU3416499,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
FCIU5392141,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
FBIU0407442,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCNU4356530,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
GAOU7792024,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4240935,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4241335,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAIU6495320,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2213735,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TLLU8067183,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU1470511,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEGU3882241,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2162221,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAIU3323950,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
GLDU5666789,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4240684,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU6807225,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4241891,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU5577473,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
GAOU7900330,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4243298,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4211285,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4212506,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
GAOU7899922,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAAU9099296,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TLLU5796258,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU6805032,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU5576245,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SELU4505481,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4217663,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4244118,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4244289,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SELU4552760,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU5572424,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
ZIMU3193237,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
JZPU4091861,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCKU1758228,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCLU3884496,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAIU3545222,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
GLDU9856935,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAIU6971345,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
DFSU3144622,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
GLDU9921270,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2210145,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCLU3913721,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2247592,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEGU3972387,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
FCIU5690465,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
DFSU1699811,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TRHU2497575,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4241150,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SELU4509487,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TIIU5071362,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
PASU2200867,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
BMOU1219340,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4180158,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
VRZU1248980,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4216625,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCLU2322160,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TGCU2010434,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2160363,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TGCU0122939,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
ZCSU6599088,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCKU3701915,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEGU3883470,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2245012,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2252120,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEGU3972643,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2221448,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU1467400,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2244103,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCLU2802003,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2240330,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCLU5452167,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SELU4509390,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4243805,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4242521,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2162730,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
FBIU0262837,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2241233,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TRHU2822171,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
DFSU3024669,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TGCU0171424,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU1467713,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2252367,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
ZCSU7325780,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAAU8749458,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2250317,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2220781,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HMCU9142881,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU6807098,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2215980,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU1806165,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TRHU2357146,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2244757,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU1942794,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
DFSU1746343,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
ZCSU7722134,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TLLU5214017,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2243220,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2212301,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
BMOU1208726,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2161863,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAIU3345564,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU1802508,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCNU8680105,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
DRYU9911572,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEGU3881266,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
GLDU9855374,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2244551,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
FCGU2956024,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
BMOU1222241,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCKU1477977,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2215450,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HNSU2029007,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2210084,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TRHU3306251,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TRHU8311190,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
FCIU4127143,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
ZIMU3178417,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TBJU2627783,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TBJU0236619,F20,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2210628,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TDRU3366417,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
ZCSU6932265,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TLLU5223282,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
JXLU6296590,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAAU6412529,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU6806384,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAIU7873533,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4212609,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4245259,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4210611,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4220857,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
BMOU1221271,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
GLDU5551590,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU1810020,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCKU2040132,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
GAOU7791373,F40,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TRHU2507668,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCKU1465657,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TRHU2199098,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TGCU0167358,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCLU3101543,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2213247,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2240474,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAAU2213200,F20,HẢI AN,NHĐV,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
ZCSU6103330,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
FBLU0101164,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCLU1934710,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
TRHU2529040,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCLU2801136,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2160044,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2240073,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
FCIU5643571,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
TLLU4773073,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HMMU6615980,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAAU5456184,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
JXLU7835779,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCLU2521897,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
FBIU0265271,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCLU3001713,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
TRHU1950060,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
TGCU2012360,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCKU2126920,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEGU3878072,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEGU3879649,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
FCIU5607390,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
HNSU2069057,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
GLDU5394973,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
TRHU2804706,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
TRHU2989111,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
TGCU0122986,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
JXLU4482805,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
BEAU5041648,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2215872,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCNU7139992,F40,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
GAOU7899394,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEGU5778745,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4181642,F40,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2250364,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
FBIU0255545,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
TGCU0045642,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2161647,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
DFSU3050225,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2221371,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCKU2244408,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
BEAU5404070,F40,NHĐV,HẢI AN,HAIAN BETA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU1474950,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU1454784,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2221875,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
GLDU5656219,F20,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAIU8575744,F40,HẢI AN,NHĐV,HAIAN VIEW,Phúc Lộc - Shipside T4.26 HAP.xlsx
